table,key,field,expected,tolerance
Table 1,61859,R1b,0,0
Table 1,61859,R2a,0,0
Table 1,61859,Rx2b,0,0
Table 1,61859,Rx2a,0,0
Table 1,61859,R2b,0,0
Table 1,61859,R3a,0,0
Table 1,61859,R3b,0,0
Table 1,61859,HoT,9,0
Table 1,61859,Inner_Bay,2,0
Table 1,61859,Outer_Bay,19,0
Table 1,61859,all_SoBI,0,0
Table 1,61859,total_detections,35,0
Table 1,61859,release_Rx1_days,NA,0.500000000001
Table 1,61859,release_HoT_days,2.24,0.005000000001
Table 1,61859,HoT_inner_days,1.38,0.005000000001
Table 1,61859,HoT_outer_days,4,0.005000000001
Table 1,61859,HoT_SoBI_days,NA,0.500000000001
Table 1,61860,fish_id,61860,0
Table 1,61860,fork_length_mm,155,0
Table 1,61860,weight_g,31.3,0.050000000001
Table 1,61860,RP1,0,0
Table 1,61860,all_MM,0,0
Table 1,61860,Rx1,0,0
Table 1,61860,R1a,0,0
Table 1,61860,R1b,0,0
Table 1,61860,R2a,0,0
Table 1,61860,Rx2b,0,0
Table 1,61860,Rx2a,0,0
Table 1,61860,R2b,0,0
Table 1,61860,R3a,0,0
Table 1,61860,R3b,0,0
Table 1,61860,HoT,144,0
Table 1,61860,Inner_Bay,23,0
Table 1,61860,Outer_Bay,52,0
Table 1,61860,all_SoBI,0,0
Table 1,61860,total_detections,219,0
Table 1,61860,release_Rx1_days,NA,0.500000000001
Table 1,61860,release_HoT_days,7.35,0.005000000001
Table 1,61860,HoT_inner_days,1.52,0.005000000001
Table 1,61860,HoT_outer_days,6.89,0.005000000001
Table 1,61860,HoT_SoBI_days,NA,0.500000000001
Table 1,61861,fish_id,61861,0
Table 1,61861,fork_length_mm,140,0
Table 1,61861,weight_g,24.2,0.050000000001
Table 1,61861,RP1,0,0
Table 1,61861,all_MM,0,0
Table 1,61861,Rx1,0,0
Table 1,61861,R1a,0,0
Table 1,61861,R1b,0,0
Table 1,61861,R2a,0,0
Table 1,61861,Rx2b,1,0
Table 1,61861,Rx2a,0,0
Table 1,61861,R2b,0,0
Table 1,61861,R3a,0,0
Table 1,61861,R3b,0,0
Table 1,61861,HoT,22,0
Table 1,61861,Inner_Bay,12,0
Table 1,61861,Outer_Bay,12,0
Table 1,61861,all_SoBI,17,0
Table 1,61861,total_detections,64,0
Table 1,61861,release_Rx1_days,NA,0.500000000001
Table 1,61861,release_HoT_days,2.25,0.005000000001
Table 1,61861,HoT_inner_days,1.01,0.005000000001
Table 1,61861,HoT_outer_days,4.92,0.005000000001
Table 1,61861,HoT_SoBI_days,53.3,0.005000000001
Table 1,61870,fish_id,61870,0
Table 1,61870,fork_length_mm,145,0
Table 1,61870,weight_g,25.3,0.050000000001
Table 1,61870,RP1,0,0
Table 1,61870,all_MM,3,0
Table 1,61870,Rx1,0,0
Table 1,61870,R1a,0,0
Table 1,61870,R1b,0,0
Table 1,61870,R2a,0,0
Table 1,61870,Rx2b,1,0
Table 1,61870,Rx2a,0,0
Table 1,61870,R2b,0,0
Table 1,61870,R3a,0,0
Table 1,61870,R3b,0,0
Table 1,61870,HoT,7,0
Table 1,61870,Inner_Bay,11,0
Table 1,61870,Outer_Bay,0,0
Table 1,61870,all_SoBI,0,0
Table 1,61870,total_detections,22,0
Table 1,61870,release_Rx1_days,NA,0.500000000001
Table 1,61870,release_HoT_days,2.77,0.005000000001
Table 1,61870,HoT_inner_days,0.82,0.005000000001
Table 1,61870,HoT_outer_days,NA,0.500000000001
Table 1,61870,HoT_SoBI_days,NA,0.500000000001
Table 1,61898,fish_id,61898,0
Table 1,61898,fork_length_mm,149,0
Table 1,61898,weight_g,27.8,0.050000000001
Table 1,61898,RP1,2,0
Table 1,61898,all_MM,10,0
Table 1,61898,Rx1,2,0
Table 1,61898,R1a,0,0
Table 1,61898,R1b,8,0
Table 1,61898,R2a,0,0
Table 1,61898,Rx2b,217,0
Table 1,61898,Rx2a,0,0
Table 1,61898,R2b,2,0
Table 1,61898,R3a,0,0
Table 1,61898,R3b,1,0
Table 1,61898,HoT,11,0
Table 1,61898,Inner_Bay,1,0
Table 1,61898,Outer_Bay,311,0
Table 1,61898,all_SoBI,0,0
Table 1,61898,total_detections,565,0
Table 1,61898,release_Rx1_days,1.42,0.005000000001
Table 1,61898,release_HoT_days,3.9,0.005000000001
Table 1,61898,HoT_inner_days,1.74,0.005000000001
Table 1,61898,HoT_outer_days,6.29,0.005000000001
Table 1,61898,HoT_SoBI_days,NA,0.500000000001
Table 1,61899,fish_id,61899,0
Table 1,61899,fork_length_mm,141,0
Table 1,61899,weight_g,23.9,0.050000000001
Table 1,61899,RP1,1,0
Table 1,61899,all_MM,11,0
Table 1,61899,Rx1,2,0
Table 1,61899,R1a,0,0
Table 1,61899,R1b,0,0
Table 1,61899,R2a,0,0
Table 1,61899,Rx2b,0,0
Table 1,61899,Rx2a,0,0
Table 1,61899,R2b,0,0
Table 1,61899,R3a,1,0
Table 1,61899,R3b,0,0
Table 1,61899,HoT,581,0
Table 1,61899,Inner_Bay,14,0
Table 1,61899,Outer_Bay,2,0
Table 1,61899,all_SoBI,6,0
Table 1,61899,total_detections,618,0
Table 1,61899,release_Rx1_days,2.37,0.005000000001
Table 1,61899,release_HoT_days,7.77,0.005000000001
Table 1,61899,HoT_inner_days,1.03,0.005000000001
Table 1,61899,HoT_outer_days,4.53,0.005000000001
Table 1,61899,HoT_SoBI_days,31.21,0.005000000001
Table 1,61900,fish_id,61900,0
Table 1,61900,fork_length_mm,160,0
Table 1,61900,weight_g,36.7,0.050000000001
Table 1,61900,RP1,1,0
Table 1,61900,all_MM,11,0
Table 1,61900,Rx1,828,0
Table 1,61900,R1a,0,0
Table 1,61900,R1b,0,0
Table 1,61900,R2a,0,0
Table 1,61900,Rx2b,0,0
Table 1,61900,Rx2a,0,0
Table 1,61900,R2b,0,0
Table 1,61900,R3a,1,0
Table 1,61900,R3b,0,0
Table 1,61900,HoT,20,0
Table 1,61900,Inner_Bay,10,0
Table 1,61900,Outer_Bay,2,0
Table 1,61900,all_SoBI,10,0
Table 1,61900,total_detections,883,0
Table 1,61900,release_Rx1_days,1.41,0.005000000001
Table 1,61900,release_HoT_days,2.38,0.005000000001
Table 1,61900,HoT_inner_days,1.33,0.005000000001
Table 1,61900,HoT_outer_days,3.73,0.005000000001
Table 1,61900,HoT_SoBI_days,33.48,0.005000000001
Table 1,61901,fish_id,61901,0
Table 1,61901,fork_length_mm,141,0
Table 1,61901,weight_g,23.2,0.050000000001
Table 1,61901,RP1,0,0
Table 1,61901,all_MM,4,0
Table 1,61901,Rx1,1,0
Table 1,61901,R1a,0,0
Table 1,61901,R1b,0,0
Table 1,61901,R2a,0,0
Table 1,61901,Rx2b,0,0
Table 1,61901,Rx2a,0,0
Table 1,61901,R2b,0,0
Table 1,61901,R3a,2,0
Table 1,61901,R3b,0,0
Table 1,61901,HoT,1,0
Table 1,61901,Inner_Bay,7,0
Table 1,61901,Outer_Bay,16,0
Table 1,61901,all_SoBI,1,0
Table 1,61901,total_detections,32,0
Table 1,61901,release_Rx1_days,2.17,0.005000000001
Table 1,61901,release_HoT_days,3.54,0.005000000001
Table 1,61901,HoT_inner_days,1.97,0.005000000001
Table 1,61901,HoT_outer_days,4.46,0.005000000001
Table 1,61901,HoT_SoBI_days,36.32,0.005000000001
Table 1,61902,fish_id,61902,0
Table 1,61902,fork_length_mm,139,0
Table 1,61902,weight_g,23.3,0.050000000001
Table 1,61902,RP1,1,0
Table 1,61902,all_MM,13,0
Table 1,61902,Rx1,3,0
Table 1,61902,R1a,0,0
Table 1,61902,R1b,0,0
Table 1,61902,R2a,0,0
Table 1,61902,Rx2b,0,0
Table 1,61902,Rx2a,0,0
Table 1,61902,R2b,0,0
Table 1,61902,R3a,1,0
Table 1,61902,R3b,0,0
Table 1,61902,HoT,23,0
Table 1,61902,Inner_Bay,2,0
Table 1,61902,Outer_Bay,9,0
Table 1,61902,all_SoBI,6,0
Table 1,61902,total_detections,58,0
Table 1,61902,release_Rx1_days,1.38,0.005000000001
Table 1,61902,release_HoT_days,2.42,0.005000000001
Table 1,61902,HoT_inner_days,1.11,0.005000000001
Table 1,61902,HoT_outer_days,3.3,0.005000000001
Table 1,61902,HoT_SoBI_days,39.73,0.005000000001
Table 1,61903,fish_id,61903,0
Table 1,61903,fork_length_mm,148,0
Table 1,61903,weight_g,23.7,0.050000000001
Table 1,61903,RP1,1,0
Table 1,61903,all_MM,1,0
Table 1,61903,Rx1,0,0
Table 1,61903,R1a,0,0
Table 1,61903,R1b,0,0
Table 1,61903,R2a,0,0
Table 1,61903,Rx2b,0,0
Table 1,61903,Rx2a,3,0
Table 1,61903,R2b,0,0
Table 1,61903,R3a,2,0
Table 1,61903,R3b,0,0
Table 1,61903,HoT,14,0
Table 1,61903,Inner_Bay,0,0
Table 1,61903,Outer_Bay,23,0
Table 1,61903,all_SoBI,2,0
Table 1,61903,total_detections,46,0
Table 1,61903,release_Rx1_days,NA,0.500000000001
Table 1,61903,release_HoT_days,3.9,0.005000000001
Table 1,61903,HoT_inner_days,NA,0.500000000001
Table 1,61903,HoT_outer_days,5.27,0.005000000001
Table 1,61903,HoT_SoBI_days,35.97,0.005000000001
Table 1,61904,fish_id,61904,0
Table 1,61904,fork_length_mm,137,0
Table 1,61904,weight_g,22,0.500000000001
Table 1,61904,RP1,0,0
Table 1,61904,all_MM,12,0
Table 1,61904,Rx1,194,0
Table 1,61904,R1a,0,0
Table 1,61904,R1b,0,0
Table 1,61904,R2a,2,0
Table 1,61904,Rx2b,0,0
Table 1,61904,Rx2a,0,0
Table 1,61904,R2b,0,0
Table 1,61904,R3a,5,0
Table 1,61904,R3b,0,0
Table 1,61904,HoT,50,0
Table 1,61904,Inner_Bay,1,0
Table 1,61904,Outer_Bay,9,0
Table 1,61904,all_SoBI,26,0
Table 1,61904,total_detections,299,0
Table 1,61904,release_Rx1_days,2.28,0.005000000001
Table 1,61904,release_HoT_days,3.7,0.005000000001
Table 1,61904,HoT_inner_days,0.71,0.005000000001
Table 1,61904,HoT_outer_days,3.24,0.005000000001
Table 1,61904,HoT_SoBI_days,34.71,0.005000000001
Table 1,61905,fish_id,61905,0
Table 1,61905,fork_length_mm,141,0
Table 1,61905,weight_g,22,0.500000000001
Table 1,61905,RP1,1,0
Table 1,61905,all_MM,12,0
Table 1,61905,Rx1,0,0
Table 1,61905,R1a,0,0
Table 1,61905,R1b,0,0
Table 1,61905,R2a,0,0
Table 1,61905,Rx2b,0,0
Table 1,61905,Rx2a,0,0
Table 1,61905,R2b,0,0
Table 1,61905,R3a,3,0
Table 1,61905,R3b,0,0
Table 1,61905,HoT,7,0
Table 1,61905,Inner_Bay,4,0
Table 1,61905,Outer_Bay,9,0
Table 1,61905,all_SoBI,2,0
Table 1,61905,total_detections,38,0
Table 1,61905,release_Rx1_days,NA,0.500000000001
Table 1,61905,release_HoT_days,3.47,0.005000000001
Table 1,61905,HoT_inner_days,1.02,0.005000000001
Table 1,61905,HoT_outer_days,3.69,0.005000000001
Table 1,61905,HoT_SoBI_days,37.95,0.005000000001
Table 1,61906,fish_id,61906,0
Table 1,61906,fork_length_mm,140,0
Table 1,61906,weight_g,24.2,0.050000000001
Table 1,61906,RP1,1,0
Table 1,61906,all_MM,2,0
Table 1,61906,Rx1,2,0
Table 1,61906,R1a,0,0
Table 1,61906,R1b,0,0
Table 1,61906,R2a,0,0
Table 1,61906,Rx2b,0,0
Table 1,61906,Rx2a,2,0
Table 1,61906,R2b,0,0
Table 1,61906,R3a,2,0
Table 1,61906,R3b,0,0
Table 1,61906,HoT,9,0
Table 1,61906,Inner_Bay,2,0
Table 1,61906,Outer_Bay,3,0
Table 1,61906,all_SoBI,3,0
Table 1,61906,total_detections,26,0
Table 1,61906,release_Rx1_days,2.2,0.005000000001
Table 1,61906,release_HoT_days,3.6,0.005000000001
Table 1,61906,HoT_inner_days,1.83,0.005000000001
Table 1,61906,HoT_outer_days,3.99,0.005000000001
Table 1,61906,HoT_SoBI_days,37.13,0.005000000001
Table 1,61907,fish_id,61907,0
Table 1,61907,fork_length_mm,146,0
Table 1,61907,weight_g,26.9,0.050000000001
Table 1,61907,RP1,0,0
Table 1,61907,all_MM,4,0
Table 1,61907,Rx1,2,0
Table 1,61907,R1a,0,0
Table 1,61907,R1b,0,0
Table 1,61907,R2a,0,0
Table 1,61907,Rx2b,0,0
Table 1,61907,Rx2a,0,0
Table 1,61907,R2b,0,0
Table 1,61907,R3a,2,0
Table 1,61907,R3b,0,0
Table 1,61907,HoT,9,0
Table 1,61907,Inner_Bay,6,0
Table 1,61907,Outer_Bay,7,0
Table 1,61907,all_SoBI,7,0
Table 1,61907,total_detections,37,0
Table 1,61907,release_Rx1_days,2.18,0.005000000001
Table 1,61907,release_HoT_days,3.05,0.005000000001
Table 1,61907,HoT_inner_days,0.97,0.005000000001
Table 1,61907,HoT_outer_days,3.45,0.005000000001
Table 1,61907,HoT_SoBI_days,35.99,0.005000000001
Table 1,61908,fish_id,61908,0
Table 1,61908,fork_length_mm,145,0
Table 1,61908,weight_g,25.2,0.050000000001
Table 1,61908,RP1,0,0
Table 1,61908,all_MM,14,0
Table 1,61908,Rx1,3,0
Table 1,61908,R1a,0,0
Table 1,61908,R1b,6,0
Table 1,61908,R2a,0,0
Table 1,61908,Rx2b,10,0
Table 1,61908,Rx2a,0,0
Table 1,61908,R2b,2,0
Table 1,61908,R3a,0,0
Table 1,61908,R3b,5,0
Table 1,61908,HoT,735,0
Table 1,61908,Inner_Bay,3,0
Table 1,61908,Outer_Bay,16,0
Table 1,61908,all_SoBI,8,0
Table 1,61908,total_detections,802,0
Table 1,61908,release_Rx1_days,1.42,0.005000000001
Table 1,61908,release_HoT_days,2.56,0.005000000001
Table 1,61908,HoT_inner_days,1.64,0.005000000001
Table 1,61908,HoT_outer_days,4.04,0.005000000001
Table 1,61908,HoT_SoBI_days,32.32,0.005000000001
Table 1,61909,fish_id,61909,0
Table 1,61909,fork_length_mm,152,0
Table 1,61909,weight_g,31.5,0.050000000001
Table 1,61909,RP1,1,0
Table 1,61909,all_MM,2,0
Table 1,61909,Rx1,0,0
Table 1,61909,R1a,0,0
Table 1,61909,R1b,0,0
Table 1,61909,R2a,0,0
Table 1,61909,Rx2b,0,0
Table 1,61909,Rx2a,1,0
Table 1,61909,R2b,0,0
Table 1,61909,R3a,1,0
Table 1,61909,R3b,0,0
Table 1,61909,HoT,411,0
Table 1,61909,Inner_Bay,2,0
Table 1,61909,Outer_Bay,28,0
Table 1,61909,all_SoBI,5,0
Table 1,61909,total_detections,451,0
Table 1,61909,release_Rx1_days,NA,0.500000000001
Table 1,61909,release_HoT_days,3.72,0.005000000001
Table 1,61909,HoT_inner_days,1.84,0.005000000001
Table 1,61909,HoT_outer_days,7.04,0.005000000001
Table 1,61909,HoT_SoBI_days,36.5,0.005000000001
Table 1,Mean,RP1,1,0.050000000001
Table 1,Mean,all_MM,7.2,0.050000000001
Table 1,Mean,Rx1,51.6,0.050000000001
Table 1,Mean,R1a,4,0.050000000001
Table 1,Mean,R1b,3.9,0.050000000001
Table 1,Mean,R2a,1.5,0.050000000001
Table 1,Mean,Rx2b,26.1,0.050000000001
Table 1,Mean,Rx2a,1.7,0.050000000001
Table 1,Mean,R2b,1.4,0.050000000001
Table 1,Mean,R3a,1.7,0.050000000001
Table 1,Mean,R3b,5.1,0.050000000001
Table 1,Mean,HoT,121.9,0.050000000001
Table 1,Mean,Inner_Bay,11.8,0.050000000001
Table 1,Mean,Outer_Bay,40.8,0.050000000001
Table 1,Mean,all_SoBI,9.3,0.050000000001
Table 1,Mean,total_detections,216.6,0.050000000001
Table 1,Mean,release_Rx1_days,2.14,0.005000000001
Table 1,Mean,release_HoT_days,3.98,0.005000000001
Table 1,Mean,HoT_inner_days,1.52,0.005000000001
Table 1,Mean,HoT_outer_days,4.79,0.005000000001
Table 1,Mean,HoT_SoBI_days,35.28,0.005000000001
Table 1,SD,RP1,0.2,0.050000000001
Table 1,SD,all_MM,5.7,0.050000000001
Table 1,SD,Rx1,170.6,0.050000000001
Table 1,SD,R1a,NA,0.500000000001
Table 1,SD,R1b,2.7,0.050000000001
Table 1,SD,R2a,0.7,0.050000000001
Table 1,SD,Rx2b,61.7,0.050000000001
Table 1,SD,Rx2a,1,0.050000000001
Table 1,SD,R2b,0.5,0.050000000001
Table 1,SD,R3a,1,0.050000000001
Table 1,SD,R3b,8.7,0.050000000001
Table 1,SD,HoT,207.9,0.050000000001
Table 1,SD,Inner_Bay,20.2,0.050000000001
Table 1,SD,Outer_Bay,68.9,0.050000000001
Table 1,SD,all_SoBI,12.6,0.050000000001
Table 1,SD,total_detections,244.5,0.050000000001
Table 1,SD,release_Rx1_days,0.93,0.005000000001
Table 1,SD,release_HoT_days,1.83,0.005000000001
Table 1,SD,HoT_inner_days,1.47,0.005000000001
Table 1,SD,HoT_outer_days,1.55,0.005000000001
Table 1,SD,HoT_SoBI_days,4.61,0.005000000001
Table 2,2003,marked,1706,0
Table 2,2003,Moses,17,0
Table 2,2003,Butters,2,0
Table 2,2003,conditional_Moses_percent,89.5,0.050000000001
Table 2,2003,CI_lower_percent,66.9,0.050000000001
Table 2,2003,CI_upper_percent,98.7,0.050000000001
Table 2,2003,mean_discharge_m3_s,281,0.050000000001
Table 2,2003,discharge_cv,0.692,5.00000001e-4
Table 2,2004,marked,2272,0
Table 2,2004,Moses,6,0
Table 2,2004,Butters,7,0
Table 2,2004,conditional_Moses_percent,46.2,0.050000000001
Table 2,2004,CI_lower_percent,19.2,0.050000000001
Table 2,2004,CI_upper_percent,74.9,0.050000000001
Table 2,2004,mean_discharge_m3_s,192.5,0.050000000001
Table 2,2004,discharge_cv,0.489,5.00000001e-4
Table 2,2005,marked,1620,0
Table 2,2005,Moses,4,0
Table 2,2005,Butters,4,0
Table 2,2005,conditional_Moses_percent,50,0.050000000001
Table 2,2005,CI_lower_percent,15.7,0.050000000001
Table 2,2005,CI_upper_percent,84.3,0.050000000001
Table 2,2005,mean_discharge_m3_s,218.1,0.050000000001
Table 2,2005,discharge_cv,0.471,5.00000001e-4
Table 2,2006,marked,1453,0
Table 2,2006,Moses,3,0
Table 2,2006,Butters,0,0
Table 2,2006,conditional_Moses_percent,100,0.050000000001
Table 2,2006,CI_lower_percent,29.2,0.050000000001
Table 2,2006,CI_upper_percent,100,0.500000000001
Table 2,2006,mean_discharge_m3_s,267.6,0.050000000001
Table 2,2006,discharge_cv,0.494,5.00000001e-4
Table 2,2007,marked,3348,0
Table 2,2007,Moses,5,0
Table 2,2007,Butters,7,0
Table 2,2007,conditional_Moses_percent,41.7,0.050000000001
Table 2,2007,CI_lower_percent,15.2,0.050000000001
Table 2,2007,CI_upper_percent,72.3,0.050000000001
Table 2,2007,mean_discharge_m3_s,319.9,0.050000000001
Table 2,2007,discharge_cv,0.557,5.00000001e-4
Table 2,2008,marked,994,0
Table 2,2008,Moses,11,0
Table 2,2008,Butters,1,0
Table 2,2008,conditional_Moses_percent,91.7,0.050000000001
Table 2,2008,CI_lower_percent,61.5,0.050000000001
Table 2,2008,CI_upper_percent,99.8,0.050000000001
Table 2,2008,mean_discharge_m3_s,304,0.050000000001
Table 2,2008,discharge_cv,0.654,5.00000001e-4
Table 2,2009,marked,2275,0
Table 2,2009,Moses,12,0
Table 2,2009,Butters,3,0
Table 2,2009,conditional_Moses_percent,80,0.050000000001
Table 2,2009,CI_lower_percent,51.9,0.050000000001
Table 2,2009,CI_upper_percent,95.7,0.050000000001
Table 2,2009,mean_discharge_m3_s,373.6,0.050000000001
Table 2,2009,discharge_cv,0.577,5.00000001e-4
Table 2,2010,marked,2000,0
Table 2,2010,Moses,12,0
Table 2,2010,Butters,2,0
Table 2,2010,conditional_Moses_percent,85.7,0.050000000001
Table 2,2010,CI_lower_percent,57.2,0.050000000001
Table 2,2010,CI_upper_percent,98.2,0.050000000001
Table 2,2010,mean_discharge_m3_s,219.2,0.050000000001
Table 2,2010,discharge_cv,0.584,5.00000001e-4
Table 2,2012,marked,2348,0
Table 2,2012,Moses,7,0
Table 2,2012,Butters,9,0
Table 2,2012,conditional_Moses_percent,43.8,0.050000000001
Table 2,2012,CI_lower_percent,19.8,0.050000000001
Table 2,2012,CI_upper_percent,70.1,0.050000000001
Table 2,2012,mean_discharge_m3_s,267.3,0.050000000001
Table 2,2012,discharge_cv,0.438,5.00000001e-4
Table 2,2014,marked,694,0
Table 2,2014,Moses,1,0
Table 2,2014,Butters,0,0
Table 2,2014,conditional_Moses_percent,100,0.050000000001
Table 2,2014,CI_lower_percent,2.5,0.050000000001
Table 2,2014,CI_upper_percent,100,0.050000000001
Table 2,2014,mean_discharge_m3_s,454.8,0.050000000001
Table 2,2014,discharge_cv,0.566,5.00000001e-4
Table 2,2016,marked,1299,0
Table 2,2016,Moses,3,0
Table 2,2016,Butters,4,0
Table 2,2016,conditional_Moses_percent,42.9,0.050000000001
Table 2,2016,CI_lower_percent,9.9,0.050000000001
Table 2,2016,CI_upper_percent,81.6,0.050000000001
Table 2,2016,mean_discharge_m3_s,388.7,0.050000000001
Table 2,2016,discharge_cv,0.496,5.00000001e-4
Table 2,2017,marked,996,0
Table 2,2017,Moses,1,0
Table 2,2017,Butters,1,0
Table 2,2017,conditional_Moses_percent,50,0.050000000001
Table 2,2017,CI_lower_percent,1.3,0.050000000001
Table 2,2017,CI_upper_percent,98.7,0.050000000001
Table 2,2017,mean_discharge_m3_s,209.2,0.050000000001
Table 2,2017,discharge_cv,0.406,5.00000001e-4
Table 2,2019,marked,669,0
Table 2,2019,Moses,5,0
Table 2,2019,Butters,0,0
Table 2,2019,conditional_Moses_percent,100,0.050000000001
Table 2,2019,CI_lower_percent,47.8,0.050000000001
Table 2,2019,CI_upper_percent,100,0.050000000001
Table 2,2019,mean_discharge_m3_s,421.5,0.050000000001
Table 2,2019,discharge_cv,0.589,5.00000001e-4
Table 2,Total,marked,21674,0
Table 2,Total,Moses,87,0
Table 2,Total,Butters,40,0
Table 2,Total,conditional_Moses_percent,68.5,0.050000000001
Table 2,Total,CI_lower_percent,59.7,0.050000000001
Table 2,Total,CI_upper_percent,76.5,0.050000000001
Table 3,1,receiver_index,1,0
Table 3,1,zone_index,NA,0
Table 3,1,channel_index,NA,0
Table 3,1,detected_fish,23,0
Table 3,2,receiver_index,2,0
Table 3,2,zone_index,NA,0
Table 3,2,channel_index,NA,0
Table 3,2,detected_fish,38,0
Table 3,3,receiver_index,3,0
Table 3,3,zone_index,NA,0
Table 3,3,channel_index,NA,0
Table 3,3,detected_fish,25,0
Table 3,4,receiver_index,4,0
Table 3,4,zone_index,1,0
Table 3,4,channel_index,1,0
Table 3,4,detected_fish,1,0
Table 3,5,receiver_index,5,0
Table 3,5,zone_index,1,0
Table 3,5,channel_index,2,0
Table 3,5,detected_fish,16,0
Table 3,6,receiver_index,6,0
Table 3,6,zone_index,2,0
Table 3,6,channel_index,1,0
Table 3,6,detected_fish,2,0
Table 3,7,receiver_index,7,0
Table 3,7,zone_index,2,0
Table 3,7,channel_index,3,0
Table 3,7,detected_fish,15,0
Table 3,8,receiver_index,8,0
Table 3,8,zone_index,3,0
Table 3,8,channel_index,2,0
Table 3,8,detected_fish,7,0
Table 3,9,receiver_index,9,0
Table 3,9,zone_index,4,0
Table 3,9,channel_index,3,0
Table 3,9,detected_fish,8,0
Table 3,10,receiver_index,10,0
Table 3,10,zone_index,5,0
Table 3,10,channel_index,1,0
Table 3,10,detected_fish,22,0
Table 3,11,receiver_index,11,0
Table 3,11,zone_index,5,0
Table 3,11,channel_index,2,0
Table 3,11,detected_fish,9,0
Table 3,12,receiver_index,12,0
Table 3,12,zone_index,NA,0
Table 3,12,channel_index,NA,0
Table 3,12,detected_fish,44,0
Table B1,p_RP1,mean,0.51,5e-4
Table B1,p_RP1,sd,0.072,5e-4
Table B1,p_RP1,q025,0.369,5e-4
Table B1,p_RP1,q25,0.461,5e-4
Table B1,p_RP1,median,0.51,5e-4
Table B1,p_RP1,q75,0.559,5e-4
Table B1,p_RP1,q975,0.651,5e-4
Table B1,p_MM,mean,0.83,5e-4
Table B1,p_MM,sd,0.054,5e-4
Table B1,p_MM,q025,0.713,5e-4
Table B1,p_MM,q25,0.796,5e-4
Table B1,p_MM,median,0.835,5e-4
Table B1,p_MM,q75,0.869,5e-4
Table B1,p_MM,q975,0.92,5e-4
Table B1,p_Rx1,mean,0.553,5e-4
Table B1,p_Rx1,sd,0.071,5e-4
Table B1,p_Rx1,q025,0.413,5e-4
Table B1,p_Rx1,q25,0.506,5e-4
Table B1,p_Rx1,median,0.554,5e-4
Table B1,p_Rx1,q75,0.601,5e-4
Table B1,p_Rx1,q975,0.689,5e-4
Table B1,p_R1a,mean,0.072,5e-4
Table B1,p_R1a,sd,0.048,5e-4
Table B1,p_R1a,q025,0.009,5e-4
Table B1,p_R1a,q25,0.035,5e-4
Table B1,p_R1a,median,0.062,5e-4
Table B1,p_R1a,q75,0.097,5e-4
Table B1,p_R1a,q975,0.193,5e-4
Table B1,p_R1b,mean,0.81,5e-4
Table B1,p_R1b,sd,0.095,5e-4
Table B1,p_R1b,q025,0.593,5e-4
Table B1,p_R1b,q25,0.752,5e-4
Table B1,p_R1b,median,0.824,5e-4
Table B1,p_R1b,q75,0.881,5e-4
Table B1,p_R1b,q975,0.955,5e-4
Table B1,p_R2a,mean,0.285,5e-4
Table B1,p_R2a,sd,0.22,5e-4
Table B1,p_R2a,q025,0.042,5e-4
Table B1,p_R2a,q25,0.125,5e-4
Table B1,p_R2a,median,0.211,5e-4
Table B1,p_R2a,q75,0.378,5e-4
Table B1,p_R2a,q975,0.872,5e-4
Table B1,p_Rx2b,mean,0.921,5e-4
Table B1,p_Rx2b,sd,0.068,5e-4
Table B1,p_Rx2b,q025,0.746,5e-4
Table B1,p_Rx2b,q25,0.886,5e-4
Table B1,p_Rx2b,median,0.939,5e-4
Table B1,p_Rx2b,q75,0.973,5e-4
Table B1,p_Rx2b,q975,0.997,5e-4
Table B1,p_Rx2a,mean,0.685,5e-4
Table B1,p_Rx2a,sd,0.21,5e-4
Table B1,p_Rx2a,q025,0.256,5e-4
Table B1,p_Rx2a,q25,0.527,5e-4
Table B1,p_Rx2a,median,0.712,5e-4
Table B1,p_Rx2a,q75,0.862,5e-4
Table B1,p_Rx2a,q975,0.986,5e-4
Table B1,p_R2b,mean,0.553,5e-4
Table B1,p_R2b,sd,0.133,5e-4
Table B1,p_R2b,q025,0.309,5e-4
Table B1,p_R2b,q25,0.461,5e-4
Table B1,p_R2b,median,0.549,5e-4
Table B1,p_R2b,q75,0.64,5e-4
Table B1,p_R2b,q975,0.819,5e-4
Table B1,p_R3a,mean,0.78,5e-4
Table B1,p_R3a,sd,0.095,5e-4
Table B1,p_R3a,q025,0.591,5e-4
Table B1,p_R3a,q25,0.715,5e-4
Table B1,p_R3a,median,0.783,5e-4
Table B1,p_R3a,q75,0.846,5e-4
Table B1,p_R3a,q975,0.958,5e-4
Table B1,p_R3b,mean,0.526,5e-4
Table B1,p_R3b,sd,0.124,5e-4
Table B1,p_R3b,q025,0.293,5e-4
Table B1,p_R3b,q25,0.437,5e-4
Table B1,p_R3b,median,0.524,5e-4
Table B1,p_R3b,q75,0.611,5e-4
Table B1,p_R3b,q975,0.773,5e-4
Table B1,p_Rest,mean,0.957,5e-4
Table B1,p_Rest,sd,0.029,5e-4
Table B1,p_Rest,q025,0.887,5e-4
Table B1,p_Rest,q25,0.942,5e-4
Table B1,p_Rest,median,0.964,5e-4
Table B1,p_Rest,q75,0.979,5e-4
Table B1,p_Rest,q975,0.995,5e-4
Table B1,p_Z1a,mean,0.574,5e-4
Table B1,p_Z1a,sd,0.077,5e-4
