"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Z2_a[26]",0.512450980392157,0.49986945305164,0,0,1,1,1,1.00122221907619,5400
"Z2_a[27]",0.510098039215686,0.49992252581075,0,0,1,1,1,1.00088970493664,10000
"Z2_a[28]",0,0,0,0,0,0,0,1,1
"Z2_a[29]",0.481960784313725,0.499698976382892,0,0,0,1,1,1.00096695864932,10000
"Z2_a[30]",0.483627450980392,0.499756366205249,0,0,0,1,1,1.00085829681496,10000
"Z2_a[31]",0.476372549019608,0.49946591578491,0,0,0,1,1,1.00100687172485,10000
"Z2_a[32]",0,0,0,0,0,0,0,1,1
"Z2_a[33]",0,0,0,0,0,0,0,1,1
"Z2_a[34]",0,0,0,0,0,0,0,1,1
"Z2_a[35]",0.513921568627451,0.499830654453266,0,0,1,1,1,1.00088509777447,10000
"Z2_a[36]",0.510490196078431,0.499914449884787,0,0,1,1,1,1.00095068871503,10000
"Z2_a[37]",0.506078431372549,0.49998756110176,0,0,1,1,1,1.00112318216769,7400
"Z2_a[38]",0.50656862745098,0.499981360762568,0,0,1,1,1,1.00120842397321,5600
"Z2_a[39]",0,0,0,0,0,0,0,1,1
"Z2_a[40]",1,0,1,1,1,1,1,1,1
"Z2_a[41]",0.516372549019608,0.499756366205249,0,0,1,1,1,1.00116111810988,6500
"Z2_a[42]",0,0,0,0,0,0,0,1,1
"Z2_a[43]",0.509019607843137,0.49994314767265,0,0,1,1,1,1.00096615274591,10000
"Z2_a[44]",0,0,0,0,0,0,0,1,1
"Z2_a[45]",0,0,0,0,0,0,0,1,1
"Z2_ab[1]",0.684509803921569,0.464733586587584,0,0,1,1,1,1.00107216688332,9100
"Z2_ab[2]",0,0,0,0,0,0,0,1,1
"Z2_ab[3]",0.490294117647059,0.499930293959291,0,0,0,1,1,1.00105247579793,10000
"Z2_ab[4]",0.49421568627451,0.499991050561166,0,0,0,1,1,1.00149857590638,3100
"Z2_ab[5]",0,0,0,0,0,0,0,1,1
"Z2_ab[6]",1,0,1,1,1,1,1,1,1
"Z2_ab[7]",0.482450980392157,0.499716433512019,0,0,0,1,1,1.00180628511417,2100
"Z2_ab[8]",0,0,0,0,0,0,0,1,1
"Z2_ab[9]",0,0,0,0,0,0,0,1,1
"Z2_ab[10]",0.475392156862745,0.499418568827933,0,0,0,1,1,1.00099023527877,10000
"Z2_ab[11]",0.500686274509804,0.500024040610247,0,0,1,1,1,1.00095849578424,10000
"Z2_ab[12]",0,0,0,0,0,0,0,1,1
"Z2_ab[13]",0.486666666666667,0.499846693495514,0,0,0,1,1,1.00098445159927,10000
"Z2_ab[14]",1,0,1,1,1,1,1,1,1
"Z2_ab[15]",0.486666666666667,0.499846693495514,0,0,0,1,1,1.00085875636703,10000
"Z2_ab[16]",0,0,0,0,0,0,0,1,1
"Z2_ab[17]",0,0,0,0,0,0,0,1,1
"Z2_ab[18]",0,0,0,0,0,0,0,1,1
"Z2_ab[19]",0.484117647058824,0.499772186440381,0,0,0,1,1,1.00099088622693,10000
"Z2_ab[20]",0,0,0,0,0,0,0,1,1
"Z2_ab[21]",0.476274509803922,0.499461267898181,0,0,0,1,1,1.00120361275394,5700
"Z2_ab[22]",0,0,0,0,0,0,0,1,1
"Z2_ab[23]",1,0,1,1,1,1,1,1,1
"Z2_ab[24]",1,0,1,1,1,1,1,1,1
"Z2_ab[25]",0,0,0,0,0,0,0,1,1
"Z2_ab[26]",0.486960784313725,0.499854453207123,0,0,0,1,1,1.00121230324654,5500
"Z2_ab[27]",0.488333333333333,0.499888375290357,0,0,0,1,1,1.00089964373083,10000
"Z2_ab[28]",0,0,0,0,0,0,0,1,1
"Z2_ab[29]",0.503235294117647,0.500014043855532,0,0,1,1,1,1.00108012073863,8700
"Z2_ab[30]",0.503529411764706,0.500012054093004,0,0,1,1,1,1.00087229707148,10000
"Z2_ab[31]",0.506960784313725,0.499976054364711,0,0,1,1,1,1.00111880599088,7500
"Z2_ab[32]",0,0,0,0,0,0,0,1,1
"Z2_ab[33]",0,0,0,0,0,0,0,1,1
"Z2_ab[34]",0,0,0,0,0,0,0,1,1
"Z2_ab[35]",0.484705882352941,0.499790535362438,0,0,0,1,1,1.00090143446734,10000
"Z2_ab[36]",0.488529411764706,0.49989291344437,0,0,0,1,1,1.00094646189717,10000
"Z2_ab[37]",0.492254901960784,0.499964518522897,0,0,0,1,1,1.00113545004691,7000
"Z2_ab[38]",0.492352941176471,0.499966027810668,0,0,0,1,1,1.00120536570976,5700
"Z2_ab[39]",1,0,1,1,1,1,1,1,1
"Z2_ab[40]",0,0,0,0,0,0,0,1,1
"Z2_ab[41]",0.482450980392157,0.499716433512019,0,0,0,1,1,1.00118174760718,6100
"Z2_ab[42]",1,0,1,1,1,1,1,1,1
"Z2_ab[43]",0.489411764705882,0.499912382811338,0,0,0,1,1,1.00097902635624,10000
"Z2_ab[44]",0,0,0,0,0,0,0,1,1
"Z2_ab[45]",1,0,1,1,1,1,1,1,1
"Z2_b[1]",0.315490196078431,0.464733586587584,0,0,0,1,1,1.00107216688332,9100
"Z2_b[2]",1,0,1,1,1,1,1,1,1
"Z2_b[3]",0.000980392156862745,0.0312973963796081,0,0,0,0,0,1.01930698564841,10000
"Z2_b[4]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.0583046071805,5700
"Z2_b[5]",1,0,1,1,1,1,1,1,1
"Z2_b[6]",0,0,0,0,0,0,0,1,1
"Z2_b[7]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.03154751560815,10000
"Z2_b[8]",1,0,1,1,1,1,1,1,1
"Z2_b[9]",1,0,1,1,1,1,1,1,1
"Z2_b[10]",0,0,0,0,0,0,0,1,1
"Z2_b[11]",0.0154901960784314,0.123497956149151,0,0,0,0,0,1.01020217871551,3100
"Z2_b[12]",1,0,1,1,1,1,1,1,1
"Z2_b[13]",0.00147058823529412,0.038321920397423,0,0,0,0,0,1.00085128600771,10000
"Z2_b[14]",0,0,0,0,0,0,0,1,1
"Z2_b[15]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.06018612984754,7000
"Z2_b[16]",1,0,1,1,1,1,1,1,1
"Z2_b[17]",1,0,1,1,1,1,1,1,1
"Z2_b[18]",1,0,1,1,1,1,1,1,1
"Z2_b[19]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.02763878665323,10000
"Z2_b[20]",1,0,1,1,1,1,1,1,1
"Z2_b[21]",0.000588235294117647,0.0242476166913541,0,0,0,0,0,1.03912887064361,10000
"Z2_b[22]",0,0,0,0,0,0,0,1,1
"Z2_b[23]",0,0,0,0,0,0,0,1,1
"Z2_b[24]",0,0,0,0,0,0,0,1,1
"Z2_b[25]",1,0,1,1,1,1,1,1,1
"Z2_b[26]",0.000588235294117647,0.0242476166913541,0,0,0,0,0,1.03912887064361,10000
"Z2_b[27]",0.00156862745098039,0.0395767661605378,0,0,0,0,0,1.05561177495909,5300
"Z2_b[28]",1,0,1,1,1,1,1,1,1
"Z2_b[29]",0.0148039215686275,0.120773322774458,0,0,0,0,0,1.00665844073962,5000
"Z2_b[30]",0.012843137254902,0.112602993575368,0,0,0,0,0,1.00256280150527,10000
"Z2_b[31]",0.0166666666666667,0.12802537170515,0,0,0,0,0,1.00371428059708,7900
"Z2_b[32]",1,0,1,1,1,1,1,1,1
"Z2_b[33]",1,0,1,1,1,1,1,1,1
"Z2_b[34]",1,0,1,1,1,1,1,1,1
"Z2_b[35]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.08293828452721,3900
"Z2_b[36]",0.000980392156862745,0.0312973963796081,0,0,0,0,0,1.00482519921461,10000
"Z2_b[37]",0.00166666666666667,0.0407927938641728,0,0,0,0,0,1.0312939954634,9100
"Z2_b[38]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.00396781667989,10000
"Z2_b[39]",0,0,0,0,0,0,0,1,1
"Z2_b[40]",0,0,0,0,0,0,0,1,1
"Z2_b[41]",0.00117647058823529,0.0342812152795859,0,0,0,0,0,1.06584040686667,5800
"Z2_b[42]",0,0,0,0,0,0,0,1,1
"Z2_b[43]",0.00156862745098039,0.0395767661605378,0,0,0,0,0,1.0243898586597,10000
"Z2_b[44]",1,0,1,1,1,1,1,1,1
"Z2_b[45]",0,0,0,0,0,0,0,1,1
"Z3_a[1]",0,0,0,0,0,0,0,1,1
"Z3_a[2]",0,0,0,0,0,0,0,1,1
"Z3_a[3]",0.508725490196078,0.499948367897176,0,0,1,1,1,1.00103890971464,10000
"Z3_a[4]",0.504411764705882,0.500005046605401,0,0,1,1,1,1.0014792861532,3200
"Z3_a[5]",0,0,0,0,0,0,0,1,1
"Z3_a[6]",0,0,0,0,0,0,0,1,1
"Z3_a[7]",0.516176470588235,0.499762752062562,0,0,1,1,1,1.00186294203562,2000
"Z3_a[8]",0,0,0,0,0,0,0,1,1
"Z3_a[9]",0,0,0,0,0,0,0,1,1
"Z3_a[10]",0.524607843137255,0.499418568827933,0,0,1,1,1,1.00099023527877,10000
"Z3_a[11]",0.483823529411765,0.499762752062562,0,0,0,1,1,1.00111918854948,7500
"Z3_a[12]",0,0,0,0,0,0,0,1,1
"Z3_a[13]",0.511862745098039,0.499883760176227,0,0,1,1,1,1.00098443185007,10000
"Z3_a[14]",0,0,0,0,0,0,0,1,1
"Z3_a[15]",0.512254901960784,0.499874299059054,0,0,1,1,1,1.00085413520492,10000
"Z3_a[16]",0,0,0,0,0,0,0,1,1
"Z3_a[17]",0,0,0,0,0,0,0,1,1
"Z3_a[18]",0,0,0,0,0,0,0,1,1
"Z3_a[19]",0.514803921568627,0.499805296715902,0,0,1,1,1,1.00099741591605,10000
"Z3_a[20]",0,0,0,0,0,0,0,1,1
"Z3_a[21]",0.523137254901961,0.499488865895878,0,0,1,1,1,1.0011943157053,5800
"Z3_a[22]",1,0,1,1,1,1,1,1,1
"Z3_a[23]",0,0,0,0,0,0,0,1,1
"Z3_a[24]",0,0,0,0,0,0,0,1,1
"Z3_a[25]",0,0,0,0,0,0,0,1,1
"Z3_a[26]",0.512450980392157,0.49986945305164,0,0,1,1,1,1.00122221907619,5400
"Z3_a[27]",0.510098039215686,0.49992252581075,0,0,1,1,1,1.00088970493664,10000
"Z3_a[28]",0,0,0,0,0,0,0,1,1
"Z3_a[29]",0.481960784313725,0.499698976382892,0,0,0,1,1,1.00096695864932,10000
"Z3_a[30]",0.483627450980392,0.499756366205249,0,0,0,1,1,1.00085829681496,10000
"Z3_a[31]",0.476372549019608,0.49946591578491,0,0,0,1,1,1.00100687172485,10000
"Z3_a[32]",0,0,0,0,0,0,0,1,1
"Z3_a[33]",0,0,0,0,0,0,0,1,1
"Z3_a[34]",0,0,0,0,0,0,0,1,1
"Z3_a[35]",0.513921568627451,0.499830654453266,0,0,1,1,1,1.00088509777447,10000
"Z3_a[36]",0.510490196078431,0.499914449884787,0,0,1,1,1,1.00095068871503,10000
"Z3_a[37]",0.506078431372549,0.49998756110176,0,0,1,1,1,1.00112318216769,7400
"Z3_a[38]",0.50656862745098,0.499981360762568,0,0,1,1,1,1.00120842397321,5600
"Z3_a[39]",0,0,0,0,0,0,0,1,1
"Z3_a[40]",1,0,1,1,1,1,1,1,1
"Z3_a[41]",0.516372549019608,0.499756366205249,0,0,1,1,1,1.00116111810988,6500
"Z3_a[42]",0,0,0,0,0,0,0,1,1
"Z3_a[43]",0.509019607843137,0.49994314767265,0,0,1,1,1,1.00096615274591,10000
"Z3_a[44]",0,0,0,0,0,0,0,1,1
"Z3_a[45]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[1]",0.401078431372549,0.490140873640257,0,0,0,1,1,1.0011762801008,6200
"Z3_ab_dodge[2]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[3]",0.322156862745098,0.467325614141017,0,0,0,1,1,1.00095023328255,10000
"Z3_ab_dodge[4]",0.330686274509804,0.470483329979345,0,0,0,1,1,1.00123348885539,5200
"Z3_ab_dodge[5]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[6]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[7]",0.31843137254902,0.465890666724072,0,0,0,1,1,1.00113278611979,7100
"Z3_ab_dodge[8]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[9]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[10]",0.315294117647059,0.46465568346001,0,0,0,1,1,1.00098684798768,10000
"Z3_ab_dodge[11]",0.295686274509804,0.456373006238818,0,0,0,1,1,1.00097887794997,10000
"Z3_ab_dodge[12]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[13]",0.31656862745098,0.465160343017572,0,0,0,1,1,1.00133009764356,4200
"Z3_ab_dodge[14]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[15]",0.320686274509804,0.466763267035355,0,0,0,1,1,1.00121230613447,5500
"Z3_ab_dodge[16]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[17]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[18]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[19]",0.319705882352941,0.466385415913478,0,0,0,1,1,1.00089693292637,10000
"Z3_ab_dodge[20]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[21]",0.308333333333333,0.461827672582877,0,0,0,1,1,1.00090713105266,10000
"Z3_ab_dodge[22]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[23]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[24]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[25]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[26]",0.323529411764706,0.467845690662262,0,0,0,1,1,1.0012899633539,4600
"Z3_ab_dodge[27]",0.324803921568627,0.468324499499406,0,0,0,1,1,1.0012046370109,5700
"Z3_ab_dodge[28]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[29]",0.303529411764706,0.459804344708627,0,0,0,1,1,1.00096514770584,10000
"Z3_ab_dodge[30]",0.297156862745098,0.457028598255573,0,0,0,1,1,1.00090554629613,10000
"Z3_ab_dodge[31]",0.306372549019608,0.461008943977735,0,0,0,1,1,1.00090162549581,10000
"Z3_ab_dodge[32]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[33]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[34]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[35]",0.321960784313725,0.467250941076452,0,0,0,1,1,1.00088548242116,10000
"Z3_ab_dodge[36]",0.326176470588235,0.468835717839297,0,0,0,1,1,1.00092771026515,10000
"Z3_ab_dodge[37]",0.323725490196078,0.467919611427394,0,0,0,1,1,1.00117043596178,6300
"Z3_ab_dodge[38]",0.326764705882353,0.469053411231506,0,0,0,1,1,1.00085233549857,10000
"Z3_ab_dodge[39]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[40]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[41]",0.321764705882353,0.4671761737721,0,0,0,1,1,1.00085472432354,10000
"Z3_ab_dodge[42]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[43]",0.324019607843137,0.468030316645815,0,0,0,1,1,1.00095995035839,10000
"Z3_ab_dodge[44]",0,0,0,0,0,0,0,1,1
"Z3_ab_dodge[45]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[1]",0.28343137254902,0.450686080468251,0,0,0,1,1,1.00121805807069,5500
"Z3_ab_no_dodge[2]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[3]",0.168137254901961,0.374006460135483,0,0,0,0,1,1.00136368047667,3900
"Z3_ab_no_dodge[4]",0.163529411764706,0.369866131338001,0,0,0,0,1,1.00094370007285,10000
"Z3_ab_no_dodge[5]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[6]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[7]",0.164019607843137,0.370311517866482,0,0,0,0,1,1.00134153002958,4100
"Z3_ab_no_dodge[8]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[9]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[10]",0.160098039215686,0.36671493200189,0,0,0,0,1,1.00180008234021,2100
"Z3_ab_no_dodge[11]",0.205,0.403721413239123,0,0,0,0,1,1.00149145780399,3100
"Z3_ab_no_dodge[12]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[13]",0.170098039215686,0.375737324874352,0,0,0,0,1,1.00099045069316,10000
"Z3_ab_no_dodge[14]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[15]",0.165980392156863,0.372081274137814,0,0,0,0,1,1.00159387734494,2700
"Z3_ab_no_dodge[16]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[17]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[18]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[19]",0.164411764705882,0.370666974969177,0,0,0,0,1,1.00125638408768,4900
"Z3_ab_no_dodge[20]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[21]",0.167941176470588,0.373832367190534,0,0,0,0,1,1.00192911716976,1900
"Z3_ab_no_dodge[22]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[23]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[24]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[25]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[26]",0.16343137254902,0.369776911670307,0,0,0,0,1,1.00101777405883,10000
"Z3_ab_no_dodge[27]",0.163529411764706,0.369866131338001,0,0,0,0,1,1.00115809980935,6500
"Z3_ab_no_dodge[28]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[29]",0.199705882352941,0.399798841178772,0,0,0,0,1,1.00110736961317,7800
"Z3_ab_no_dodge[30]",0.206372549019608,0.404720865232032,0,0,0,0,1,1.00094373993965,10000
"Z3_ab_no_dodge[31]",0.200588235294118,0.400460132272592,0,0,0,0,1,1.00103379826015,10000
"Z3_ab_no_dodge[32]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[33]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[34]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[35]",0.162745098039216,0.369151041108614,0,0,0,0,1,1.0011022292269,8000
"Z3_ab_no_dodge[36]",0.162352941176471,0.368792350470614,0,0,0,0,1,1.00098159244708,10000
"Z3_ab_no_dodge[37]",0.168529411764706,0.374354095005706,0,0,0,0,1,1.00111988460327,7500
"Z3_ab_no_dodge[38]",0.165588235294118,0.371728824430478,0,0,0,0,1,1.00150861369162,3000
"Z3_ab_no_dodge[39]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[40]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[41]",0.160686274509804,0.367259335029664,0,0,0,0,1,1.00141737033814,3500
"Z3_ab_no_dodge[42]",1,0,1,1,1,1,1,1,1
"Z3_ab_no_dodge[43]",0.165392156862745,0.371552318974227,0,0,0,0,1,1.00165457908799,2500
